Source.Name,Column1,Column2,Column3,Column4,INTERNATIONAL,Column6,Column7,Column8,Column9
20220101095002pdf_1-14 Januari 2022.pdf,NO,LOCATION,CITY,IATA CODE,FLIGHT PRICE,"DOMESTIC FLIGHT
PRICE INTO
PLANE/NOT INTO
PLANE","DOMESTIC FLIGHT
PRICE INTO
PLANE/NOT INTO
PLANE
ONE TIME CUSTOMER","DOMESTIC FLIGHT
PRICE INTO
PLANE/NOT INTO
PLANE",
20220101095002pdf_1-14 Januari 2022.pdf,,,,,,(incl. VAT+Gov Tax),(incl. VAT+Gov Tax),(incl. VAT+Gov Tax),
20220101095002pdf_1-14 Januari 2022.pdf,,,,,(USCents / Liter),(Rp / Liter),(Rp / Liter),(USCents / Liter),
20220701005859pdf_1-14 Juli 2022.pdf,19,HALIM PERDANAKUSUMA,JAKARTA,HLP,117.90,"19,110.21","19,161.72",129.89,
20220701005859pdf_1-14 Juli 2022.pdf,20,ADISUCIPTO,YOGYAKARTA,JOG,120.10,"19,466.37","19,518.84",132.22,
20220701005859pdf_1-14 Juli 2022.pdf,21,WOLTER MONGINSIDI,KENDARI,KDI,123.20,"19,978.35","20,032.20",135.79,
20220701005859pdf_1-14 Juli 2022.pdf,22,UTAROM,KAIMANA,KNG,123.40,"20,011.74","20,065.68",136.01,
20220701005859pdf_1-14 Juli 2022.pdf,23,ELTARI,KUPANG,KOE,123.10,"19,922.70","19,976.40",135.34,
20220701005859pdf_1-14 Juli 2022.pdf,24,LOMBOK INTERNATIONAL,MATARAM,LOP,124.20,"20,145.30","20,199.60",136.90,
20220701005859pdf_1-14 Juli 2022.pdf,25,BUBUNG,LUWUK,LUW,123.20,"19,978.35","20,032.20",135.79,
20220701005859pdf_1-14 Juli 2022.pdf,26,SAM RATULANGI,MANADO,MDC,123.20,"19,978.35","20,032.20",135.79,
20220701005859pdf_1-14 Juli 2022.pdf,27,POLONIA,MEDAN,MES,122.70,"19,889.31","19,942.92",135.12,
20220701005859pdf_1-14 Juli 2022.pdf,28,MOPAH,MERAUKE,MKQ,123.40,"20,011.74","20,065.68",136.01,
20220701005859pdf_1-14 Juli 2022.pdf,29,RENDANI,MANOKWARI,MKW,123.40,"20,011.74","20,065.68",136.01,
20220701005859pdf_1-14 Juli 2022.pdf,30,KERTAJATI,MAJALENGKA,KJT,121.80,"19,688.97","19,742.04",133.78,
20220701005859pdf_1-14 Juli 2022.pdf,31,ABDURACHMAN SALEH,MALANG,MLG,120.80,"19,588.80","19,641.60",133.11,
20220701005859pdf_1-14 Juli 2022.pdf,32,WAI OTI,MAUMERE,MOF,122.30,"19,833.66","19,887.12",134.78,
20220701005859pdf_1-14 Juli 2022.pdf,33,PANIAI,NABIRE,NBX,123.40,"20,011.74","20,065.68",136.01,
20220701005859pdf_1-14 Juli 2022.pdf,34,RANAI,NATUNA,NTX,122.70,"19,889.31","19,942.92",135.12,
20220701005859pdf_1-14 Juli 2022.pdf,35,PONDOK CABE,JAKARTA,PCB,120.20,"19,499.76","19,552.32",132.45,
20220701005859pdf_1-14 Juli 2022.pdf,36,MINANGKABAU,PADANG,PDG,122.70,"19,889.31","19,942.92",135.12,
20220701005859pdf_1-14 Juli 2022.pdf,37,DEPATI AMIR,PANGKAL PINANG,PGK,122.40,"19,855.92","19,909.44",134.90,
20220701005859pdf_1-14 Juli 2022.pdf,38,ISKANDAR,PANGKALAN BUN,PKN,121.80,"19,744.62","19,797.84",134.23,
20220701005859pdf_1-14 Juli 2022.pdf,39,SULTAN SYARIF KASIM II,PEKANBARU,PKU,122.70,"19,889.31","19,942.92",135.12,
20220701005859pdf_1-14 Juli 2022.pdf,40,TJILIK RIWUT,PALANGKARAYA,PKY,121.80,"19,744.62","19,797.84",134.23,
20220701005859pdf_1-14 Juli 2022.pdf,41,SULTAN MAHMUD BADARUDDIN II,PALEMBANG,PLM,122.40,"19,855.92","19,909.44",134.90,
20220701005859pdf_1-14 Juli 2022.pdf,42,MUTIARA,PALU,PLW,123.20,"19,978.35","20,032.20",135.79,
20220701005859pdf_1-14 Juli 2022.pdf,43,SUPADIO,PONTIANAK,PNK,121.80,"19,744.62","19,797.84",134.23,
20220701005859pdf_1-14 Juli 2022.pdf,44,H. ASAN,SAMPIT,SMQ,121.80,"19,744.62","19,797.84",134.23,
20220701005859pdf_1-14 Juli 2022.pdf,45,ADISUMARMO,SOLO,SOC,120.90,"19,599.93","19,652.76",133.23,
20220701005859pdf_1-14 Juli 2022.pdf,46,SORONG DARATAN,SORONG,SOQ,123.40,"20,011.74","20,065.68",136.01,
20220701005859pdf_1-14 Juli 2022.pdf,47,ACHMAD YANI,SEMARANG,SRG,118.90,"19,266.03","19,317.96",130.89,
20220701005859pdf_1-14 Juli 2022.pdf,48,JUANDA,SURABAYA,SUB,115.80,"18,731.79","18,782.28",127.33,
20220701005859pdf_1-14 Juli 2022.pdf,49,RADEN INTEN II,BANDAR LAMPUNG,TKG,120.40,"19,555.41","19,608.12",132.89,
20220701005859pdf_1-14 Juli 2022.pdf,50,KIJANG,TANJUNG PINANG,TNJ,123.80,"20,089.65","20,143.80",136.45,
20220701005859pdf_1-14 Juli 2022.pdf,51,JUWATA,TARAKAN,TRK,121.80,"19,744.62","19,797.84",134.23,
20220701005859pdf_1-14 Juli 2022.pdf,52,BABULLAH,TERNATE,TTE,123.40,"20,011.74","20,065.68",136.01,
20220701005859pdf_1-14 Juli 2022.pdf,53,HASANUDDIN,UJUNG PANDANG,UPG,119.90,"19,399.59","19,451.88",131.78,
20220701005859pdf_1-14 Juli 2022.pdf,54,MAU HAU,WAINGAPU,WGP,122.30,"19,833.66","19,887.12",134.78,
20220701005859pdf_1-14 Juli 2022.pdf,55,ISWAHYUDI,MADIUN,WIAR (ICAO),121.10,"19,666.71","19,719.72",133.67,
20220701005859pdf_1-14 Juli 2022.pdf,56,DUMATUBUN,TUAL,LUV,127.00,"20,612.76","20,668.32",140.02,
20220701005859pdf_1-14 Juli 2022.pdf,57,SILANGIT,SIBORONG-BORONG,DTB,121.80,"19,755.75","19,809.00",134.23,
20220701005859pdf_1-14 Juli 2022.pdf,58,KALIMARAU,BERAU,BEJ,121.80,"19,744.62","19,797.84",134.23,
20220701005859pdf_1-14 Juli 2022.pdf,59,KOMODO,LABUAN BAJO,LBJ,123.20,"19,978.35","20,032.20",135.79,
20220701005859pdf_1-14 Juli 2022.pdf,60,KUALANAMU,DELI SERDANG,KNO,118.80,"19,221.51","19,273.32",130.55,
20220701005859pdf_1-14 Juli 2022.pdf,61,TAMPA PADANG,MAMUJU,MJU,124.30,"20,145.30","20,199.60",136.90,
20220701005859pdf_1-14 Juli 2022.pdf,62,F.L. TOBING,PINANGSORI,FLZ,122.70,"19,889.31","19,942.92",135.12,
20220701005859pdf_1-14 Juli 2022.pdf,63,MOZES KILANGIN,TIMIKA,TIM,123.40,"20,011.74","20,065.68",136.01,
20220701005859pdf_1-14 Juli 2022.pdf,64,H.A.S. HANANDJOEDDIN,TANJUNG PANDAN,TJQ,125.90,"20,456.94","20,512.08",139.01,
20220701005859pdf_1-14 Juli 2022.pdf,65,BLIMBINGSARI,BANYUWANGI,BWX,122.30,"19,833.66","19,887.12",134.78,
20220701005859pdf_1-14 Juli 2022.pdf,66,TAMBOLAKA,SUMBA BARAT,TMC,125.60,"20,401.29","20,456.28",138.68,
20220701005859pdf_1-14 Juli 2022.pdf,67,BINAKA,"GUNUNGSITOLI",GNS,"122.70","19,889.31","19,942.92",135.12,0
20220701005859pdf_1-14 Juli 2022.pdf,68,KULONPROGO,YOGYAKARTA,YIA,123.30,"19,989.48","20,043.36",135.90,0
20220701005859pdf_1-14 Juli 2022.pdf,69,KUABANG,HALMAHERA UTARA,KAZ,131.90,"21,436.38","21,494.16",145.69,0
20220701005859pdf_1-14 Juli 2022.pdf,70,JENDERAL BESAR SOEDIRMAN,PURBALINGGA,PWL,120.90,"19,599.93","19,652.76",133.23,
20220701005859pdf_1-14 Juli 2022.pdf,71,MATHILDA BATLAYERI,SAUMLAKI,SXK,131.90,"21,503.16","21,561.12",146.14,
20220701005859pdf_1-14 Juli 2022.pdf,72,BUDIARTO,CURUG,BTO,120.80,"19,522.02","19,574.64",129.89,
20220715073413pdf_15-31 Juli 2022.pdf,1,APT PRANOTO,SAMARINDA,AAP,111.10,"18,219.81","18,268.92",122.21,
20220715073413pdf_15-31 Juli 2022.pdf,2,PATTIMURA,AMBON,AMQ,112.60,"18,486.93","18,536.76",123.99,
20220715073413pdf_15-31 Juli 2022.pdf,3,SYAMSUDDIN NOOR,BANJARMASIN,BDJ,111.10,"18,219.81","18,268.92",122.21,
20220715073413pdf_15-31 Juli 2022.pdf,4,HUSEIN SASTRANEGARA,BANDUNG,BDO,109.00,"17,897.04","17,945.28",119.98,
20220715073413pdf_15-31 Juli 2022.pdf,5,FRANS KAISIEPO,BIAK,BIK,112.60,"18,486.93","18,536.76",123.99,
20220715073413pdf_15-31 Juli 2022.pdf,6,FATMAWATI SOEKARNOPUTRI,BENGKULU,BKS,113.80,"18,709.53","18,759.96",125.55,
20220715073413pdf_15-31 Juli 2022.pdf,7,M. SALAHUDDIN,BIMA,BMU,111.50,"18,308.85","18,358.20",122.76,
20220715073413pdf_15-31 Juli 2022.pdf,8,SEPINGGAN,BALIKPAPAN,BPN,108.60,"17,808.00","17,856.00",119.42,
20220715073413pdf_15-31 Juli 2022.pdf,9,HANG NADIM,BATAM,BTH,108.70,"16,068.06","16,116.12",107.72,
20220715073413pdf_15-31 Juli 2022.pdf,10,SULTAN ISKANDAR MUDA,BANDA ACEH,BTJ,111.90,"18,364.50","18,414.00",123.21,
20220715073413pdf_15-31 Juli 2022.pdf,11,SOEKARNO HATTA,CENGKARENG,CGK,102.50,"16,806.30","16,851.60",112.75,
20220715073413pdf_15-31 Juli 2022.pdf,12,TUNGGUL WULUNG,CILACAP,CXP,110.20,"18,075.12","18,123.84",121.21,
20220715073413pdf_15-31 Juli 2022.pdf,13,SULTAN THAHA,JAMBI,DJB,116.40,"19,143.60","19,195.20",128.44,
20220715073413pdf_15-31 Juli 2022.pdf,14,SENTANI,JAYAPURA,DJJ,111.00,"18,164.16","18,213.12",121.87,
20220715073413pdf_15-31 Juli 2022.pdf,15,NGURAH RAI,DENPASAR,DPS,108.40,"17,763.48","17,811.36",119.09,
20220715073413pdf_15-31 Juli 2022.pdf,16,PINANG KAMPAI,DUMAI,DUM,111.90,"18,364.50","18,414.00",123.21,
20220715073413pdf_15-31 Juli 2022.pdf,17,H. AROEBOESMAN,ENDE,ENE,111.50,"18,308.85","18,358.20",122.76,
20220715073413pdf_15-31 Juli 2022.pdf,18,JALALUDDIN,GORONTALO,GTO,112.40,"18,453.54","18,503.28",123.77,
20220715073413pdf_15-31 Juli 2022.pdf,19,HALIM PERDANAKUSUMA,JAKARTA,HLP,107.10,"17,574.27","17,621.64",117.87,
20220715073413pdf_15-31 Juli 2022.pdf,20,ADISUCIPTO,YOGYAKARTA,JOG,109.40,"17,930.43","17,978.76",120.32,
20220715073413pdf_15-31 Juli 2022.pdf,21,WOLTER MONGINSIDI,KENDARI,KDI,112.40,"18,453.54","18,503.28",123.77,
20220715073413pdf_15-31 Juli 2022.pdf,22,UTAROM,KAIMANA,KNG,112.60,"18,486.93","18,536.76",123.99,
20220715073413pdf_15-31 Juli 2022.pdf,23,ELTARI,KUPANG,KOE,111.80,"18,308.85","18,358.20",122.76,
20220715073413pdf_15-31 Juli 2022.pdf,24,LOMBOK INTERNATIONAL,MATARAM,LOP,113.40,"18,620.49","18,670.68",124.88,
20220715073413pdf_15-31 Juli 2022.pdf,25,BUBUNG,LUWUK,LUW,112.40,"18,453.54","18,503.28",123.77,
20220715073413pdf_15-31 Juli 2022.pdf,26,SAM RATULANGI,MANADO,MDC,112.40,"18,453.54","18,503.28",123.77,
20220715073413pdf_15-31 Juli 2022.pdf,27,POLONIA,MEDAN,MES,111.90,"18,364.50","18,414.00",123.21,
20220715073413pdf_15-31 Juli 2022.pdf,28,MOPAH,MERAUKE,MKQ,112.60,"18,486.93","18,536.76",123.99,
20220715073413pdf_15-31 Juli 2022.pdf,29,RENDANI,MANOKWARI,MKW,112.60,"18,486.93","18,536.76",123.99,
20220715073413pdf_15-31 Juli 2022.pdf,30,KERTAJATI,MAJALENGKA,KJT,111.00,"18,164.16","18,213.12",121.87,
20220715073413pdf_15-31 Juli 2022.pdf,31,ABDURACHMAN SALEH,MALANG,MLG,110.00,"18,052.86","18,101.52",121.09,
20220715073413pdf_15-31 Juli 2022.pdf,32,WAI OTI,MAUMERE,MOF,111.50,"18,308.85","18,358.20",122.76,
20220715073413pdf_15-31 Juli 2022.pdf,33,PANIAI,NABIRE,NBX,112.60,"18,486.93","18,536.76",123.99,
20220715073413pdf_15-31 Juli 2022.pdf,34,RANAI,NATUNA,NTX,111.90,"18,364.50","18,414.00",123.21,
20220715073413pdf_15-31 Juli 2022.pdf,35,PONDOK CABE,JAKARTA,PCB,109.50,"17,963.82","18,012.24",120.54,
20220715073413pdf_15-31 Juli 2022.pdf,36,MINANGKABAU,PADANG,PDG,111.90,"18,264.33","18,313.56",122.54,
20220715073413pdf_15-31 Juli 2022.pdf,37,DEPATI AMIR,PANGKAL PINANG,PGK,111.70,"18,331.11","18,380.52",122.99,
20220715073413pdf_15-31 Juli 2022.pdf,38,ISKANDAR,PANGKALAN BUN,PKN,"111.10","18,219.81","18,268.92",122.21,
20220715073413pdf_15-31 Juli 2022.pdf,39,SULTAN SYARIF KASIM II,PEKANBARU,PKU,111.90,"18,364.50","18,414.00",123.21,
20220715073413pdf_15-31 Juli 2022.pdf,40,TJILIK RIWUT,PALANGKARAYA,PKY,111.10,"18,219.81","18,268.92",122.21,
20220715073413pdf_15-31 Juli 2022.pdf,41,SULTAN MAHMUD BADARUDDIN II,PALEMBANG,PLM,111.70,"18,331.11","18,380.52",122.99,
20220715073413pdf_15-31 Juli 2022.pdf,42,MUTIARA,PALU,PLW,112.40,"18,453.54","18,503.28",123.77,
20220715073413pdf_15-31 Juli 2022.pdf,43,SUPADIO,PONTIANAK,PNK,111.10,"18,219.81","18,268.92",122.21,
20220715073413pdf_15-31 Juli 2022.pdf,44,H. ASAN,SAMPIT,SMQ,111.10,"18,219.81","18,268.92",122.21,
20220715073413pdf_15-31 Juli 2022.pdf,45,ADISUMARMO,SOLO,SOC,110.20,"18,075.12","18,123.84",121.21,
20220715073413pdf_15-31 Juli 2022.pdf,46,SORONG DARATAN,SORONG,SOQ,117.60,"18,486.93","18,536.76",123.99,
20220715073413pdf_15-31 Juli 2022.pdf,47,ACHMAD YANI,SEMARANG,SRG,108.20,"17,730.09","17,777.88",118.98,
20220715073413pdf_15-31 Juli 2022.pdf,47,TEMINDUNG,SAMARINDA,SRI,111.10,"18,219.81","18,269.37",122.21,
20220715073413pdf_15-31 Juli 2022.pdf,48,JUANDA,SURABAYA,SUB,105.00,"17,195.85","17,242.20",115.31,
20220715073413pdf_15-31 Juli 2022.pdf,49,RADEN INTEN II,BANDAR LAMPUNG,TKG,108.40,"17,930.43","17,978.76",120.32,
20220715073413pdf_15-31 Juli 2022.pdf,50,KIJANG,TANJUNG PINANG,TNJ,113.00,"18,564.84","18,614.88",124.54,
20220715073413pdf_15-31 Juli 2022.pdf,51,JUWATA,TARAKAN,TRK,111.10,"18,219.81","18,268.92",122.21,
20220715073413pdf_15-31 Juli 2022.pdf,52,BABULLAH,TERNATE,TTE,112.60,"18,486.93","18,536.76",123.99,
20220715073413pdf_15-31 Juli 2022.pdf,53,HASANUDDIN,UJUNG PANDANG,UPG,109.10,"17,863.65","17,911.80",119.87,
20220715073413pdf_15-31 Juli 2022.pdf,54,MAU HAU,WAINGAPU,WGP,111.50,"18,308.85","18,358.20",122.76,
20220715073413pdf_15-31 Juli 2022.pdf,55,ISWAHYUDI,MADIUN,WIAR (ICAO),110.40,"18,141.90","18,190.80",121.65,
20220715073413pdf_15-31 Juli 2022.pdf,56,DUMATUBUN,TUAL,LUV,115.60,"18,987.78","19,038.96",127.33,
20220715073413pdf_15-31 Juli 2022.pdf,57,SILANGIT,SIBORONG-BORONG,DTB,111.10,"18,230.94","18,280.08",122.32,
20220715073413pdf_15-31 Juli 2022.pdf,58,KALIMARAU,BERAU,BEJ,111.10,"18,219.81","18,268.92",122.21,
20220715073413pdf_15-31 Juli 2022.pdf,59,KOMODO,LABUAN BAJO,LBJ,112.40,"18,453.54","18,503.28",123.77,
20220715073413pdf_15-31 Juli 2022.pdf,60,KUALANAMU,DELI SERDANG,KNO,107.50,"17,596.53","17,643.96",118.09,
20220715073413pdf_15-31 Juli 2022.pdf,61,TAMPA PADANG,MAMUJU,MJU,113.50,"18,620.49","18,670.68",124.88,
20220715073413pdf_15-31 Juli 2022.pdf,62,F.L. TOBING,PINANGSORI,FLZ,111.90,"18,364.50","18,414.00",123.21,
20220715073413pdf_15-31 Juli 2022.pdf,63,MOZES KILANGIN,TIMIKA,TIM,117.60,"18,486.93","18,536.76",123.99,
20220715073413pdf_15-31 Juli 2022.pdf,64,H.A.S. HANANDJOEDDIN,TANJUNG PANDAN,TJQ,115.20,"18,943.26","18,994.32",127.10,
20220715073413pdf_15-31 Juli 2022.pdf,65,BLIMBINGSARI,BANYUWANGI,BWX,111.50,"18,308.85","18,358.20",122.76,
20220715073413pdf_15-31 Juli 2022.pdf,66,TAMBOLAKA,SUMBA BARAT,TMC,114.80,"18,887.61","18,938.52",126.66,
20220715073413pdf_15-31 Juli 2022.pdf,67,BINAKA,GUNUNGSITOLI,GNS,111.90,"18,364.50","18,414.00",123.21,0
20220715073413pdf_15-31 Juli 2022.pdf,68,KULONPROGO,YOGYAKARTA,YIA,112.50,"18,475.80","18,525.60",123.88,0
20220715073413pdf_15-31 Juli 2022.pdf,70,PRESIDENTE NICOLAU LOBATO,TIMOR LESTE,DIL,98.00,,,,
20220715073413pdf_15-31 Juli 2022.pdf,70,JENDERAL BESAR SOEDIRMAN,PURBALINGGA,PWL,110.20,"18,075.12","18,123.84",121.21,
20220715073413pdf_15-31 Juli 2022.pdf,72,BUDIARTO,CURUG,BTO,110.00,"17,986.08","18,034.56",117.87,
20220805041108pdf_1-14 Agustus 2022.pdf,1,APT PRANOTO,SAMARINDA,AAP,105.30,"17,362.80","17,409.60",115.86,
20220805041108pdf_1-14 Agustus 2022.pdf,2,PATTIMURA,AMBON,AMQ,106.90,"18,075.12","18,123.84",120.65,
20220805041108pdf_1-14 Agustus 2022.pdf,3,SYAMSUDDIN NOOR,BANJARMASIN,BDJ,105.30,"17,362.80","17,409.60",115.86,
20220805041108pdf_1-14 Agustus 2022.pdf,4,HUSEIN SASTRANEGARA,BANDUNG,BDO,103.30,"17,040.03","17,085.96",113.64,
20220805041108pdf_1-14 Agustus 2022.pdf,5,FRANS KAISIEPO,BIAK,BIK,106.90,"17,629.92","17,677.44",120.65,
20220805041108pdf_1-14 Agustus 2022.pdf,6,FATMAWATI SOEKARNOPUTRI,BENGKULU,BKS,108.00,"17,852.52","17,900.64",119.09,
20220805041108pdf_1-14 Agustus 2022.pdf,7,M. SALAHUDDIN,BIMA,BMU,105.80,"17,451.84","17,498.88",116.42,
20220805041108pdf_1-14 Agustus 2022.pdf,8,SEPINGGAN,BALIKPAPAN,BPN,105.30,"17,351.67","17,398.44",115.75,
20220805041108pdf_1-14 Agustus 2022.pdf,9,HANG NADIM,BATAM,BTH,103.00,"15,295.75","15,341.50",102.11,
20220805041108pdf_1-14 Agustus 2022.pdf,10,SULTAN ISKANDAR MUDA,BANDA ACEH,BTJ,106.20,"17,507.49","17,554.68",116.75,
20220805041108pdf_1-14 Agustus 2022.pdf,11,SOEKARNO HATTA,CENGKARENG,CGK,94.50,"15,570.87","15,612.84",103.84,
20220805041108pdf_1-14 Agustus 2022.pdf,12,TUNGGUL WULUNG,CILACAP,CXP,104.50,"17,218.11","17,264.52",114.86,
20220805041108pdf_1-14 Agustus 2022.pdf,13,SULTAN THAHA,JAMBI,DJB,109.50,"18,097.38","18,146.16",120.76,
20220805041108pdf_1-14 Agustus 2022.pdf,14,SENTANI,JAYAPURA,DJJ,110.30,"18,153.03","18,201.96",121.09,
20220805041108pdf_1-14 Agustus 2022.pdf,15,NGURAH RAI,DENPASAR,DPS,102.70,"16,895.34","16,940.88",112.75,
20220805041108pdf_1-14 Agustus 2022.pdf,16,PINANG KAMPAI,DUMAI,DUM,106.20,"17,507.49","17,554.68",116.75,
20220805041108pdf_1-14 Agustus 2022.pdf,17,H. AROEBOESMAN,ENDE,ENE,105.80,"17,451.84","17,498.88",116.42,
20220805041108pdf_1-14 Agustus 2022.pdf,18,JALALUDDIN,GORONTALO,GTO,106.70,"17,596.53","17,643.96",117.42,
20220805041108pdf_1-14 Agustus 2022.pdf,19,HALIM PERDANAKUSUMA,JAKARTA,HLP,101.40,"16,717.26","16,762.32",111.52,
20220805041108pdf_1-14 Agustus 2022.pdf,20,ADISUCIPTO,YOGYAKARTA,JOG,103.60,"17,062.29","17,108.28",113.86,
20220805041108pdf_1-14 Agustus 2022.pdf,21,WOLTER MONGINSIDI,KENDARI,KDI,106.70,"17,596.53","17,643.96",117.42,
20220805041108pdf_1-14 Agustus 2022.pdf,22,UTAROM,KAIMANA,KNG,106.90,"17,629.92","17,677.44",120.65,
20220805041108pdf_1-14 Agustus 2022.pdf,23,ELTARI,KUPANG,KOE,108.50,"17,863.65","17,911.80",119.20,
20220805041108pdf_1-14 Agustus 2022.pdf,24,LOMBOK INTERNATIONAL,MATARAM,LOP,107.70,"17,763.48","17,811.36",118.53,
20220805041108pdf_1-14 Agustus 2022.pdf,25,BUBUNG,LUWUK,LUW,106.70,"17,596.53","17,643.96",117.42,
20220805041108pdf_1-14 Agustus 2022.pdf,26,SAM RATULANGI,MANADO,MDC,106.70,"17,596.53","17,643.96",117.42,
20220805041108pdf_1-14 Agustus 2022.pdf,27,POLONIA,MEDAN,MES,106.20,"17,507.49","17,554.68",116.75,
20220805041108pdf_1-14 Agustus 2022.pdf,28,MOPAH,MERAUKE,MKQ,106.90,"17,629.92","17,677.44",120.65,
20220805041108pdf_1-14 Agustus 2022.pdf,29,RENDANI,MANOKWARI,MKW,106.90,"17,629.92","17,677.44",120.65,
20220805041108pdf_1-14 Agustus 2022.pdf,30,KERTAJATI,MAJALENGKA,KJT,105.30,"17,195.85","17,242.20",114.75,
20220805041108pdf_1-14 Agustus 2022.pdf,31,ABDURACHMAN SALEH,MALANG,MLG,104.30,"17,195.85","17,242.20",114.75,
20220805041108pdf_1-14 Agustus 2022.pdf,32,WAI OTI,MAUMERE,MOF,105.80,"17,451.84","17,498.88",116.42,
20220805041108pdf_1-14 Agustus 2022.pdf,33,PANIAI,NABIRE,NBX,106.90,"17,629.92","17,677.44",120.65,
20220805041108pdf_1-14 Agustus 2022.pdf,34,RANAI,NATUNA,NTX,106.20,"17,507.49","17,554.68",116.75,
20220805041108pdf_1-14 Agustus 2022.pdf,35,PONDOK CABE,JAKARTA,PCB,103.70,"17,106.81","17,152.92",114.08,
20220805041108pdf_1-14 Agustus 2022.pdf,36,MINANGKABAU,PADANG,PDG,106.20,"17,507.49","17,554.68",116.75,
20220805041108pdf_1-14 Agustus 2022.pdf,37,DEPATI AMIR,PANGKAL PINANG,PGK,106.00,"17,474.10","17,521.20",116.64,
20220805041108pdf_1-14 Agustus 2022.pdf,38,ISKANDAR,PANGKALAN BUN,PKN,105.30,"17,362.80","17,409.60",115.86,
20220805041108pdf_1-14 Agustus 2022.pdf,39,SULTAN SYARIF KASIM II,PEKANBARU,PKU,106.20,"17,507.49","17,554.68",116.75,
20220805041108pdf_1-14 Agustus 2022.pdf,40,TJILIK RIWUT,PALANGKARAYA,PKY,105.30,"17,362.80","17,409.60",115.86,
20220805041108pdf_1-14 Agustus 2022.pdf,41,SULTAN MAHMUD BADARUDDIN II,PALEMBANG,PLM,"106.00","17,474.10","17,521.20",116.64,
20220805041108pdf_1-14 Agustus 2022.pdf,42,MUTIARA,PALU,PLW,106.70,"17,596.53","17,643.96",117.42,
20220805041108pdf_1-14 Agustus 2022.pdf,43,SUPADIO,PONTIANAK,PNK,105.30,"17,362.80","17,409.60",115.86,
20220805041108pdf_1-14 Agustus 2022.pdf,44,H. ASAN,SAMPIT,SMQ,105.30,"17,362.80","17,409.60",115.86,
20220805041108pdf_1-14 Agustus 2022.pdf,45,ADISUMARMO,SOLO,SOC,104.50,"17,218.11","17,264.52",114.86,
20220805041108pdf_1-14 Agustus 2022.pdf,46,SORONG DARATAN,SORONG,SOQ,111.90,"18,075.12","18,123.84",120.65,
20220805041108pdf_1-14 Agustus 2022.pdf,47,ACHMAD YANI,SEMARANG,SRG,102.40,"16,873.08","16,918.56",112.52,
20220805041108pdf_1-14 Agustus 2022.pdf,48,JUANDA,SURABAYA,SUB,99.30,"16,327.71","16,371.72",108.96,
20220805041108pdf_1-14 Agustus 2022.pdf,49,RADEN INTEN II,BANDAR LAMPUNG,TKG,105.20,"17,485.23","17,532.36",116.64,
20220805041108pdf_1-14 Agustus 2022.pdf,50,KIJANG,TANJUNG PINANG,TNJ,107.30,"17,707.83","17,755.56",118.20,
20220805041108pdf_1-14 Agustus 2022.pdf,51,JUWATA,TARAKAN,TRK,105.30,"17,362.80","17,409.60",115.86,
20220805041108pdf_1-14 Agustus 2022.pdf,52,BABULLAH,TERNATE,TTE,106.90,"17,629.92","17,677.44",120.65,
20220805041108pdf_1-14 Agustus 2022.pdf,53,HASANUDDIN,UJUNG PANDANG,UPG,103.40,"17,006.64","17,052.48",113.41,
20220805041108pdf_1-14 Agustus 2022.pdf,54,MAU HAU,WAINGAPU,WGP,105.80,"17,451.84","17,498.88",116.42,
20220805041108pdf_1-14 Agustus 2022.pdf,55,ISWAHYUDI,MADIUN,WIAR (ICAO),104.70,"17,284.89","17,331.48",115.31,
20220805041108pdf_1-14 Agustus 2022.pdf,56,DUMATUBUN,TUAL,LUV,112.30,"18,542.58","18,592.56",123.65,
20220805041108pdf_1-14 Agustus 2022.pdf,57,SILANGIT,SIBORONG-BORONG,DTB,105.40,"17,373.93","17,420.76",115.97,
20220805041108pdf_1-14 Agustus 2022.pdf,58,KALIMARAU,BERAU,BEJ,105.30,"17,362.80","17,409.60",115.86,
20220805041108pdf_1-14 Agustus 2022.pdf,59,KOMODO,LABUAN BAJO,LBJ,106.70,"17,596.53","17,643.96",117.42,
20220805041108pdf_1-14 Agustus 2022.pdf,60,KUALANAMU,DELI SERDANG,KNO,104.20,"17,140.20","17,186.40",114.42,
20220805041108pdf_1-14 Agustus 2022.pdf,61,TAMPA PADANG,MAMUJU,MJU,107.80,"17,763.48","17,811.36",118.53,
20220805041108pdf_1-14 Agustus 2022.pdf,62,F.L. TOBING,PINANGSORI,FLZ,106.20,"17,507.49","17,554.68",116.75,
20220805041108pdf_1-14 Agustus 2022.pdf,63,MOZES KILANGIN,TIMIKA,TIM,106.90,"17,629.92","17,677.44",117.64,
20220805041108pdf_1-14 Agustus 2022.pdf,64,H.A.S. HANANDJOEDDIN,TANJUNG PANDAN,TJQ,109.40,"18,086.25","18,135.00",120.65,
20220805041108pdf_1-14 Agustus 2022.pdf,65,BLIMBINGSARI,BANYUWANGI,BWX,105.80,"17,451.84","17,498.88",116.42,
20220805041108pdf_1-14 Agustus 2022.pdf,66,TAMBOLAKA,SUMBA BARAT,TMC,109.10,"18,030.60","18,079.20",120.32,
20220805041108pdf_1-14 Agustus 2022.pdf,67,BINAKA,GUNUNGSITOLI,GNS,106.20,"17,507.49","17,554.68",116.75,0
20220805041108pdf_1-14 Agustus 2022.pdf,68,KULONPROGO,YOGYAKARTA,YIA,106.80,"17,618.79","17,666.28",117.53,0
