Source.Name,Column1,Column2,Column3,Column4,Column5,Column6,Column7
20240610061612pdf_1-30 Juni 2024.pdf,59,KOMODO,LABUAN BAJO,LBJ,87.50,"13,734.42","13,771.44"
20240610061612pdf_1-30 Juni 2024.pdf,60,KUALANAMU,DELI SERDANG,KNO,88.60,"15,615.39","15,657.48"
20240610061612pdf_1-30 Juni 2024.pdf,61,TAMPA PADANG,MAMUJU,MJU,90.80,"16,038.33","16,081.56"
20240610061612pdf_1-30 Juni 2024.pdf,62,F.L. TOBING,PINANGSORI,FLZ,89.50,"15,815.73","15,858.36"
20240610061612pdf_1-30 Juni 2024.pdf,63,MOZES KILANGIN,TIMIKA,TIM,91.90,"16,249.80","16,293.60"
20240610061612pdf_1-30 Juni 2024.pdf,64,H.A.S. HANANDJOEDDIN,TANJUNG PANDAN,TJQ,91.90,"16,294.32","16,338.24"
20240610061612pdf_1-30 Juni 2024.pdf,65,BLIMBINGSARI,BANYUWANGI,BWX,88.60,"15,659.91","15,702.12"
20240610061612pdf_1-30 Juni 2024.pdf,66,TAMBOLAKA,SUMBA BARAT,TMC,91.30,"16,183.02","16,226.64"
20240610061612pdf_1-30 Juni 2024.pdf,67,BINAKA,GUNUNGSITOLI,GNS,89.50,"15,815.73","15,858.36"
20240610061612pdf_1-30 Juni 2024.pdf,68,KULONPROGO,YOGYAKARTA,YIA,89.30,"15,793.47","15,836.04"
20240610061612pdf_1-30 Juni 2024.pdf,69,KUABANG,HALMAHERA UTARA,KAZ,91.00,"16,116.24","16,159.68"
20240610061612pdf_1-30 Juni 2024.pdf,70,JENDERAL BESAR SOEDIRMAN,PURBALINGGA,PWL,89.40,"15,793.47","15,836.04"
20240610061612pdf_1-30 Juni 2024.pdf,71,MATHILDA BATLAYERI,SAUMLAKI,SXK,91.70,"16,316.58","16,360.56"
20240610061612pdf_1-30 Juni 2024.pdf,72,BUDIARTO,CURUG,BTO,89.10,-,#VALUE!
20240702080934pdf_1-31 Juli 2024.pdf,1,APT PRANOTO,SAMARINDA,AAP,90.70,"16,183.02","16,226.64"
20240702080934pdf_1-31 Juli 2024.pdf,2,PATTIMURA,AMBON,AMQ,92.10,"16,305.45","16,349.40"
20240702080934pdf_1-31 Juli 2024.pdf,3,SYAMSUDDIN NOOR,BANJARMASIN,BDJ,90.70,"16,183.02","16,226.64"
20240702080934pdf_1-31 Juli 2024.pdf,4,HUSEIN SASTRANEGARA,BANDUNG,BDO,89.20,"15,915.90","15,958.80"
20240702080934pdf_1-31 Juli 2024.pdf,5,FRANS KAISIEPO,BIAK,BIK,92.10,"16,439.01","16,483.32"
20240702080934pdf_1-31 Juli 2024.pdf,6,FATMAWATI SOEKARNOPUTRI,BENGKULU,BKS,91.40,"16,361.10","16,405.20"
20240702080934pdf_1-31 Juli 2024.pdf,7,M. SALAHUDDIN,BIMA,BMU,88.80,"15,837.99","15,880.68"
20240702080934pdf_1-31 Juli 2024.pdf,8,SEPINGGAN,BALIKPAPAN,BPN,88.40,"15,760.08","15,802.56"
20240702080934pdf_1-31 Juli 2024.pdf,9,HANG NADIM,BATAM,BTH,88.70,"14,242.60","14,285.20"
20240702080934pdf_1-31 Juli 2024.pdf,10,SULTAN ISKANDAR MUDA,BANDA ACEH,BTJ,89.70,"15,993.81","16,036.92"
20240702080934pdf_1-31 Juli 2024.pdf,11,SOEKARNO HATTA,CENGKARENG,CGK,78.10,"13,912.50","13,950.00"
20240702080934pdf_1-31 Juli 2024.pdf,12,TUNGGUL WULUNG,CILACAP,CXP,89.60,"15,971.55","16,014.60"
20240702080934pdf_1-31 Juli 2024.pdf,13,SULTAN THAHA,JAMBI,DJB,88.70,"15,860.25","15,903.00"
20240702080934pdf_1-31 Juli 2024.pdf,14,SENTANI,JAYAPURA,DJJ,90.90,"16,171.89","16,215.48"
20240702080934pdf_1-31 Juli 2024.pdf,15,NGURAH RAI,DENPASAR,DPS,88.80,"15,804.60","15,847.20"
20240702080934pdf_1-31 Juli 2024.pdf,16,PINANG KAMPAI,DUMAI,DUM,89.70,"15,993.81","16,036.92"
20240702080934pdf_1-31 Juli 2024.pdf,17,H. AROEBOESMAN,ENDE,ENE,88.80,"15,837.99","15,880.68"
20240702080934pdf_1-31 Juli 2024.pdf,18,JALALUDDIN,GORONTALO,GTO,92.10,"16,439.01","16,483.32"
20240702080934pdf_1-31 Juli 2024.pdf,19,HALIM PERDANAKUSUMA,JAKARTA,HLP,84.90,"15,136.80","15,177.60"
20240702080934pdf_1-31 Juli 2024.pdf,20,ADISUCIPTO,YOGYAKARTA,JOG,89.60,"15,971.55","16,014.60"
20240702080934pdf_1-31 Juli 2024.pdf,21,WOLTER MONGINSIDI,KENDARI,KDI,92.10,"16,439.01","16,483.32"
20240702080934pdf_1-31 Juli 2024.pdf,22,UTAROM,KAIMANA,KNG,92.10,"16,439.01","16,483.32"
20240702080934pdf_1-31 Juli 2024.pdf,23,ELTARI,KUPANG,KOE,86.60,"15,403.92","15,445.44"
20240702080934pdf_1-31 Juli 2024.pdf,24,LOMBOK INTERNATIONAL,MATARAM,LOP,86.70,"13,912.50","13,950.00"
20240702080934pdf_1-31 Juli 2024.pdf,25,BUBUNG,LUWUK,LUW,92.10,"16,439.01","16,483.32"
20240702080934pdf_1-31 Juli 2024.pdf,26,SAM RATULANGI,MANADO,MDC,92.10,"16,183.02","16,226.64"
20240702080934pdf_1-31 Juli 2024.pdf,27,POLONIA,MEDAN,MES,89.70,"15,993.81","16,036.92"
20240702080934pdf_1-31 Juli 2024.pdf,28,MOPAH,MERAUKE,MKQ,92.10,"16,439.01","16,483.32"
20240702080934pdf_1-31 Juli 2024.pdf,29,RENDANI,MANOKWARI,MKW,92.10,"16,439.01","16,483.32"
20240702080934pdf_1-31 Juli 2024.pdf,30,KERTAJATI,MAJALENGKA,KJT,84.30,"15,025.50","15,066.00"
20240702080934pdf_1-31 Juli 2024.pdf,31,ABDURACHMAN SALEH,MALANG,MLG,88.90,"15,849.12","15,891.84"
20240702080934pdf_1-31 Juli 2024.pdf,32,WAI OTI,MAUMERE,MOF,88.80,"15,837.99","15,880.68"
20240702080934pdf_1-31 Juli 2024.pdf,33,PANIAI,NABIRE,NBX,92.10,"16,305.45","16,349.40"
20240702080934pdf_1-31 Juli 2024.pdf,34,RANAI,NATUNA,NTX,89.70,"15,993.81","16,036.92"
20240702080934pdf_1-31 Juli 2024.pdf,35,PONDOK CABE,JAKARTA,PCB,89.20,"15,915.90","15,958.80"
20240702080934pdf_1-31 Juli 2024.pdf,36,MINANGKABAU,PADANG,PDG,89.70,"15,804.60","15,847.20"
20240702080934pdf_1-31 Juli 2024.pdf,37,DEPATI AMIR,PANGKAL PINANG,PGK,88.60,"15,815.73","15,858.36"
20240702080934pdf_1-31 Juli 2024.pdf,38,ISKANDAR,PANGKALAN BUN,PKN,90.70,"16,183.02","16,226.64"
20240702080934pdf_1-31 Juli 2024.pdf,39,SULTAN SYARIF KASIM II,PEKANBARU,PKU,89.70,"15,993.81","16,036.92"
20240702080934pdf_1-31 Juli 2024.pdf,40,TJILIK RIWUT,PALANGKARAYA,PKY,90.70,"16,183.02","16,226.64"
20240702080934pdf_1-31 Juli 2024.pdf,41,SULTAN MAHMUD BADARUDDIN II,PALEMBANG,PLM,"88.60","15,815.73","15,858.36"
20240702080934pdf_1-31 Juli 2024.pdf,42,MUTIARA,PALU,PLW,92.10,"16,439.01","16,483.32"
20240702080934pdf_1-31 Juli 2024.pdf,43,SUPADIO,PONTIANAK,PNK,90.70,"16,183.02","16,226.64"
20240702080934pdf_1-31 Juli 2024.pdf,44,H. ASAN,SAMPIT,SMQ,90.70,"16,183.02","16,226.64"
20240702080934pdf_1-31 Juli 2024.pdf,45,ADISUMARMO,SOLO,SOC,89.60,"15,971.55","16,014.60"
20240702080934pdf_1-31 Juli 2024.pdf,46,SORONG DARATAN,SORONG,SOQ,92.10,"16,171.89","16,215.48"
20240702080934pdf_1-31 Juli 2024.pdf,47,ACHMAD YANI,SEMARANG,SRG,89.30,"15,915.90","15,958.80"
20240702080934pdf_1-31 Juli 2024.pdf,48,JUANDA,SURABAYA,SUB,87.40,"15,559.74","15,601.68"
20240702080934pdf_1-31 Juli 2024.pdf,49,RADEN INTEN II,BANDAR LAMPUNG,TKG,87.30,"15,726.69","15,769.08"
20240702080934pdf_1-31 Juli 2024.pdf,50,KIJANG,TANJUNG PINANG,TNJ,89.10,"15,904.77","15,947.64"
20240702080934pdf_1-31 Juli 2024.pdf,51,JUWATA,TARAKAN,TRK,90.70,"16,183.02","16,226.64"
20240702080934pdf_1-31 Juli 2024.pdf,52,BABULLAH,TERNATE,TTE,92.10,"16,439.01","16,483.32"
20240702080934pdf_1-31 Juli 2024.pdf,53,HASANUDDIN,UJUNG PANDANG,UPG,90.20,"16,049.46","16,092.72"
20240702080934pdf_1-31 Juli 2024.pdf,54,MAU HAU,WAINGAPU,WGP,88.80,"15,837.99","15,880.68"
20240702080934pdf_1-31 Juli 2024.pdf,55,ISWAHYUDI,MADIUN,WIAR (ICAO),88.70,"15,849.12","15,891.84"
20240702080934pdf_1-31 Juli 2024.pdf,56,DUMATUBUN,TUAL,LUV,91.30,"16,305.45","16,349.40"
20240702080934pdf_1-31 Juli 2024.pdf,57,SILANGIT,SIBORONG-BORONG,DTB,86.60,"13,912.50","13,950.00"
20240702080934pdf_1-31 Juli 2024.pdf,58,KALIMARAU,BERAU,BEJ,90.70,"16,183.02","16,226.64"
20240702080934pdf_1-31 Juli 2024.pdf,59,KOMODO,LABUAN BAJO,LBJ,87.80,"13,912.50","13,950.00"
20240702080934pdf_1-31 Juli 2024.pdf,60,KUALANAMU,DELI SERDANG,KNO,88.70,"15,793.47","15,836.04"
20240702080934pdf_1-31 Juli 2024.pdf,61,TAMPA PADANG,MAMUJU,MJU,91.00,"16,216.41","16,260.12"
20240702080934pdf_1-31 Juli 2024.pdf,62,F.L. TOBING,PINANGSORI,FLZ,89.70,"15,993.81","16,036.92"
20240702080934pdf_1-31 Juli 2024.pdf,63,MOZES KILANGIN,TIMIKA,TIM,92.10,"16,439.01","16,483.32"
20240702080934pdf_1-31 Juli 2024.pdf,64,H.A.S. HANANDJOEDDIN,TANJUNG PANDAN,TJQ,92.10,"16,472.40","16,516.80"
20240702080934pdf_1-31 Juli 2024.pdf,65,BLIMBINGSARI,BANYUWANGI,BWX,88.80,"15,837.99","15,880.68"
20240702080934pdf_1-31 Juli 2024.pdf,66,TAMBOLAKA,SUMBA BARAT,TMC,91.50,"16,361.10","16,405.20"
20240702080934pdf_1-31 Juli 2024.pdf,67,BINAKA,GUNUNGSITOLI,GNS,89.70,"15,993.81","16,036.92"
20240702080934pdf_1-31 Juli 2024.pdf,68,KULONPROGO,YOGYAKARTA,YIA,89.50,"15,971.55","16,014.60"
20240702080934pdf_1-31 Juli 2024.pdf,69,KUABANG,HALMAHERA UTARA,KAZ,91.20,"16,305.45","16,349.40"
20240702080934pdf_1-31 Juli 2024.pdf,70,JENDERAL BESAR SOEDIRMAN,PURBALINGGA,PWL,89.60,"15,971.55","16,014.60"
20240702080934pdf_1-31 Juli 2024.pdf,71,MATHILDA BATLAYERI,SAUMLAKI,SXK,91.90,"16,494.66","16,539.12"
20240702080934pdf_1-31 Juli 2024.pdf,72,BUDIARTO,CURUG,BTO,89.30,-,#VALUE!
20240702080934pdf_1-31 Juli 2024.pdf,73,DHOHO,KEDIRI,DHX,87.80,"15,626.52","15,668.64"
20240801031704pdf_1-31 Agustus 2024.pdf,1,APT PRANOTO,SAMARINDA,AAP,91.90,"16,427.88","16,472.16"
20240801031704pdf_1-31 Agustus 2024.pdf,2,PATTIMURA,AMBON,AMQ,92.50,"16,539.18","16,583.76"
20240801031704pdf_1-31 Agustus 2024.pdf,3,SYAMSUDDIN NOOR,BANJARMASIN,BDJ,91.90,"16,427.88","16,472.16"
20240801031704pdf_1-31 Agustus 2024.pdf,4,HUSEIN SASTRANEGARA,BANDUNG,BDO,90.40,"16,160.76","16,204.32"
20240801031704pdf_1-31 Agustus 2024.pdf,5,FRANS KAISIEPO,BIAK,BIK,92.50,"16,539.18","16,583.76"
20240801031704pdf_1-31 Agustus 2024.pdf,6,FATMAWATI SOEKARNOPUTRI,BENGKULU,BKS,92.30,"16,539.18","16,583.76"
20240801031704pdf_1-31 Agustus 2024.pdf,7,M. SALAHUDDIN,BIMA,BMU,89.90,"16,082.85","16,126.20"
20240801031704pdf_1-31 Agustus 2024.pdf,8,SEPINGGAN,BALIKPAPAN,BPN,89.50,"15,993.81","16,036.92"
20240801031704pdf_1-31 Agustus 2024.pdf,9,HANG NADIM,BATAM,BTH,89.80,"14,463.26","14,506.52"
20240801031704pdf_1-31 Agustus 2024.pdf,10,SULTAN ISKANDAR MUDA,BANDA ACEH,BTJ,90.80,"16,238.67","16,282.44"
20240801031704pdf_1-31 Agustus 2024.pdf,11,SOEKARNO HATTA,CENGKARENG,CGK,79.30,"14,157.36","14,195.52"
20240801031704pdf_1-31 Agustus 2024.pdf,12,TUNGGUL WULUNG,CILACAP,CXP,90.70,"16,216.41","16,260.12"
20240801031704pdf_1-31 Agustus 2024.pdf,13,SULTAN THAHA,JAMBI,DJB,89.80,"16,105.11","16,148.52"
20240801031704pdf_1-31 Agustus 2024.pdf,14,SENTANI,JAYAPURA,DJJ,92.10,"16,416.75","16,461.00"
20240801031704pdf_1-31 Agustus 2024.pdf,15,NGURAH RAI,DENPASAR,DPS,91.00,"16,227.54","16,271.28"
20240801031704pdf_1-31 Agustus 2024.pdf,16,PINANG KAMPAI,DUMAI,DUM,90.80,"16,238.67","16,282.44"
20240801031704pdf_1-31 Agustus 2024.pdf,17,H. AROEBOESMAN,ENDE,ENE,89.90,"16,082.85","16,126.20"
20240801031704pdf_1-31 Agustus 2024.pdf,18,JALALUDDIN,GORONTALO,GTO,92.10,"16,483.53","16,527.96"
20240801031704pdf_1-31 Agustus 2024.pdf,19,HALIM PERDANAKUSUMA,JAKARTA,HLP,86.10,"15,381.66","15,423.12"
20240801031704pdf_1-31 Agustus 2024.pdf,20,ADISUCIPTO,YOGYAKARTA,JOG,90.80,"16,216.41","16,260.12"
20240801031704pdf_1-31 Agustus 2024.pdf,21,WOLTER MONGINSIDI,KENDARI,KDI,92.10,"16,483.53","16,527.96"
20240801031704pdf_1-31 Agustus 2024.pdf,22,UTAROM,KAIMANA,KNG,92.50,"16,539.18","16,583.76"
20240801031704pdf_1-31 Agustus 2024.pdf,23,ELTARI,KUPANG,KOE,87.80,"15,648.78","15,690.96"
20240801031704pdf_1-31 Agustus 2024.pdf,24,LOMBOK INTERNATIONAL,MATARAM,LOP,88.70,"14,157.36","14,195.52"
20240801031704pdf_1-31 Agustus 2024.pdf,25,BUBUNG,LUWUK,LUW,92.10,"16,483.53","16,527.96"
20240801031704pdf_1-31 Agustus 2024.pdf,26,SAM RATULANGI,MANADO,MDC,92.10,"16,416.75","16,461.00"
20240801031704pdf_1-31 Agustus 2024.pdf,27,POLONIA,MEDAN,MES,90.80,"16,238.67","16,282.44"
20240801031704pdf_1-31 Agustus 2024.pdf,28,MOPAH,MERAUKE,MKQ,92.50,"16,539.18","16,583.76"
20240801031704pdf_1-31 Agustus 2024.pdf,29,RENDANI,MANOKWARI,MKW,92.50,"16,539.18","16,583.76"
20240801031704pdf_1-31 Agustus 2024.pdf,30,KERTAJATI,MAJALENGKA,KJT,85.50,"15,270.36","15,311.52"
20240801031704pdf_1-31 Agustus 2024.pdf,31,ABDURACHMAN SALEH,MALANG,MLG,90.00,"16,093.98","16,137.36"
20240801031704pdf_1-31 Agustus 2024.pdf,32,WAI OTI,MAUMERE,MOF,89.90,"16,082.85","16,126.20"
20240801031704pdf_1-31 Agustus 2024.pdf,33,PANIAI,NABIRE,NBX,92.50,"16,539.18","16,583.76"
20240801031704pdf_1-31 Agustus 2024.pdf,34,RANAI,NATUNA,NTX,90.80,"16,238.67","16,282.44"
20240801031704pdf_1-31 Agustus 2024.pdf,35,PONDOK CABE,JAKARTA,PCB,90.40,"16,160.76","16,204.32"
20240801031704pdf_1-31 Agustus 2024.pdf,36,MINANGKABAU,PADANG,PDG,90.80,"16,049.46","16,092.72"
20240801031704pdf_1-31 Agustus 2024.pdf,37,DEPATI AMIR,PANGKAL PINANG,PGK,89.80,"16,049.46","16,092.72"
20240801031704pdf_1-31 Agustus 2024.pdf,38,ISKANDAR,PANGKALAN BUN,PKN,91.90,"16,427.88","16,472.16"
20240801031704pdf_1-31 Agustus 2024.pdf,39,SULTAN SYARIF KASIM II,PEKANBARU,PKU,90.80,"16,238.67","16,282.44"
20240801031704pdf_1-31 Agustus 2024.pdf,40,TJILIK RIWUT,PALANGKARAYA,PKY,91.90,"16,427.88","16,472.16"
20240801031704pdf_1-31 Agustus 2024.pdf,41,SULTAN MAHMUD BADARUDDIN II,PALEMBANG,PLM,"89.80","16,049.46","16,092.72"
20240801031704pdf_1-31 Agustus 2024.pdf,42,MUTIARA,PALU,PLW,92.10,"16,483.53","16,527.96"
20240801031704pdf_1-31 Agustus 2024.pdf,43,SUPADIO,PONTIANAK,PNK,91.90,"16,427.88","16,472.16"
20240801031704pdf_1-31 Agustus 2024.pdf,44,H. ASAN,SAMPIT,SMQ,91.90,"16,427.88","16,472.16"
20240801031704pdf_1-31 Agustus 2024.pdf,45,ADISUMARMO,SOLO,SOC,90.70,"16,216.41","16,260.12"
20240801031704pdf_1-31 Agustus 2024.pdf,46,SORONG DARATAN,SORONG,SOQ,92.50,"16,416.75","16,461.00"
20240801031704pdf_1-31 Agustus 2024.pdf,47,ACHMAD YANI,SEMARANG,SRG,90.50,"16,160.76","16,204.32"
20240801031704pdf_1-31 Agustus 2024.pdf,48,JUANDA,SURABAYA,SUB,88.60,"15,804.60","15,847.20"
20240801031704pdf_1-31 Agustus 2024.pdf,49,RADEN INTEN II,BANDAR LAMPUNG,TKG,88.40,"15,960.42","16,003.44"
20240801031704pdf_1-31 Agustus 2024.pdf,50,KIJANG,TANJUNG PINANG,TNJ,90.20,"16,138.50","16,182.00"
20240801031704pdf_1-31 Agustus 2024.pdf,51,JUWATA,TARAKAN,TRK,91.90,"16,427.88","16,472.16"
20240801031704pdf_1-31 Agustus 2024.pdf,52,BABULLAH,TERNATE,TTE,92.50,"16,539.18","16,583.76"
20240801031704pdf_1-31 Agustus 2024.pdf,53,HASANUDDIN,UJUNG PANDANG,UPG,91.30,"16,294.32","16,338.24"
20240801031704pdf_1-31 Agustus 2024.pdf,54,MAU HAU,WAINGAPU,WGP,89.90,"16,082.85","16,126.20"
20240801031704pdf_1-31 Agustus 2024.pdf,55,ISWAHYUDI,MADIUN,WIAR (ICAO),89.90,"16,093.98","16,137.36"
20240801031704pdf_1-31 Agustus 2024.pdf,56,DUMATUBUN,TUAL,LUV,92.40,"16,539.18","16,583.76"
20240801031704pdf_1-31 Agustus 2024.pdf,57,SILANGIT,SIBORONG-BORONG,DTB,88.60,"14,157.36","14,195.52"
20240801031704pdf_1-31 Agustus 2024.pdf,58,KALIMARAU,BERAU,BEJ,91.90,"16,427.88","16,472.16"
20240801031704pdf_1-31 Agustus 2024.pdf,59,KOMODO,LABUAN BAJO,LBJ,89.70,"14,157.36","14,195.52"
20240801031704pdf_1-31 Agustus 2024.pdf,60,KUALANAMU,DELI SERDANG,KNO,89.90,"16,027.20","16,070.40"
20240801031704pdf_1-31 Agustus 2024.pdf,61,TAMPA PADANG,MAMUJU,MJU,92.10,"16,461.27","16,505.64"
20240801031704pdf_1-31 Agustus 2024.pdf,62,F.L. TOBING,PINANGSORI,FLZ,90.80,"16,238.67","16,282.44"
20240801031704pdf_1-31 Agustus 2024.pdf,63,MOZES KILANGIN,TIMIKA,TIM,92.50,"16,539.18","16,583.76"
20240801031704pdf_1-31 Agustus 2024.pdf,64,H.A.S. HANANDJOEDDIN,TANJUNG PANDAN,TJQ,92.20,"16,539.18","16,583.76"
20240801031704pdf_1-31 Agustus 2024.pdf,65,BLIMBINGSARI,BANYUWANGI,BWX,89.90,"16,082.85","16,126.20"
20240801031704pdf_1-31 Agustus 2024.pdf,66,TAMBOLAKA,SUMBA BARAT,TMC,92.60,"16,605.96","16,650.72"
20240801031704pdf_1-31 Agustus 2024.pdf,67,BINAKA,GUNUNGSITOLI,GNS,90.80,"16,238.67","16,282.44"
20240801031704pdf_1-31 Agustus 2024.pdf,68,KULONPROGO,YOGYAKARTA,YIA,90.70,"16,216.41","16,260.12"
20240801031704pdf_1-31 Agustus 2024.pdf,69,KUABANG,HALMAHERA UTARA,KAZ,92.30,"16,539.18","16,583.76"
20240801031704pdf_1-31 Agustus 2024.pdf,70,JENDERAL BESAR SOEDIRMAN,PURBALINGGA,PWL,90.70,"16,216.41","16,260.12"
20240801031704pdf_1-31 Agustus 2024.pdf,71,MATHILDA BATLAYERI,SAUMLAKI,SXK,91.90,"16,539.18","16,583.76"
20240801031704pdf_1-31 Agustus 2024.pdf,72,BUDIARTO,CURUG,BTO,90.40,-,#VALUE!
20240801031704pdf_1-31 Agustus 2024.pdf,73,DHOHO,KEDIRI,DHX,89.00,"15,871.38","15,914.16"
20240901235330pdf_1-30 September 2024.pdf,1,APT PRANOTO,SAMARINDA,AAP,88.20,"15,459.57","15,501.24"
20240901235330pdf_1-30 September 2024.pdf,2,PATTIMURA,AMBON,AMQ,88.80,"15,570.87","15,612.84"
20240901235330pdf_1-30 September 2024.pdf,3,SYAMSUDDIN NOOR,BANJARMASIN,BDJ,88.20,"15,459.57","15,501.24"
20240901235330pdf_1-30 September 2024.pdf,4,HUSEIN SASTRANEGARA,BANDUNG,BDO,86.80,"15,214.71","15,255.72"
20240901235330pdf_1-30 September 2024.pdf,5,FRANS KAISIEPO,BIAK,BIK,88.80,"15,570.87","15,612.84"
20240901235330pdf_1-30 September 2024.pdf,6,FATMAWATI SOEKARNOPUTRI,BENGKULU,BKS,88.60,"15,570.87","15,612.84"
20240901235330pdf_1-30 September 2024.pdf,7,M. SALAHUDDIN,BIMA,BMU,87.20,"15,292.62","15,333.84"
20240901235330pdf_1-30 September 2024.pdf,8,SEPINGGAN,BALIKPAPAN,BPN,85.80,"15,036.63","15,077.16"
20240901235330pdf_1-30 September 2024.pdf,9,HANG NADIM,BATAM,BTH,86.10,"13,590.65","13,631.30"
20240901235330pdf_1-30 September 2024.pdf,10,SULTAN ISKANDAR MUDA,BANDA ACEH,BTJ,87.10,"15,270.36","15,311.52"
20240901235330pdf_1-30 September 2024.pdf,11,SOEKARNO HATTA,CENGKARENG,CGK,75.50,"13,211.31","13,246.92"
20240901235330pdf_1-30 September 2024.pdf,12,TUNGGUL WULUNG,CILACAP,CXP,87.00,"15,248.10","15,289.20"
20240901235330pdf_1-30 September 2024.pdf,13,SULTAN THAHA,JAMBI,DJB,86.10,"15,136.80","15,177.60"
20240901235330pdf_1-30 September 2024.pdf,14,SENTANI,JAYAPURA,DJJ,88.40,"15,448.44","15,490.08"
20240901235330pdf_1-30 September 2024.pdf,15,NGURAH RAI,DENPASAR,DPS,87.20,"15,259.23","15,300.36"
20240901235330pdf_1-30 September 2024.pdf,16,PINANG KAMPAI,DUMAI,DUM,87.10,"15,270.36","15,311.52"
20240901235330pdf_1-30 September 2024.pdf,17,H. AROEBOESMAN,ENDE,ENE,87.20,"15,292.62","15,333.84"
20240901235330pdf_1-30 September 2024.pdf,18,JALALUDDIN,GORONTALO,GTO,88.50,"15,515.22","15,557.04"
20240901235330pdf_1-30 September 2024.pdf,19,HALIM PERDANAKUSUMA,JAKARTA,HLP,82.40,"14,435.61","14,474.52"
20240901235330pdf_1-30 September 2024.pdf,20,ADISUCIPTO,YOGYAKARTA,JOG,87.10,"15,248.10","15,289.20"
20240901235330pdf_1-30 September 2024.pdf,21,WOLTER MONGINSIDI,KENDARI,KDI,88.50,"15,515.22","15,557.04"
20240901235330pdf_1-30 September 2024.pdf,22,UTAROM,KAIMANA,KNG,88.80,"15,570.87","15,612.84"
20240901235330pdf_1-30 September 2024.pdf,23,ELTARI,KUPANG,KOE,85.00,"14,858.55","14,898.60"
20240901235330pdf_1-30 September 2024.pdf,24,LOMBOK INTERNATIONAL,MATARAM,LOP,84.20,"14,758.38","14,798.16"
20240901235330pdf_1-30 September 2024.pdf,25,BUBUNG,LUWUK,LUW,88.50,"15,515.22","15,557.04"
20240901235330pdf_1-30 September 2024.pdf,26,SAM RATULANGI,MANADO,MDC,88.50,"15,448.44","15,490.08"
20240901235330pdf_1-30 September 2024.pdf,27,POLONIA,MEDAN,MES,87.10,"15,270.36","15,311.52"
20240901235330pdf_1-30 September 2024.pdf,28,MOPAH,MERAUKE,MKQ,88.80,"15,570.87","15,612.84"
20240901235330pdf_1-30 September 2024.pdf,29,RENDANI,MANOKWARI,MKW,88.80,"15,570.87","15,612.84"
20240901235330pdf_1-30 September 2024.pdf,30,KERTAJATI,MAJALENGKA,KJT,81.80,"13,211.31","13,246.92"
20240901235330pdf_1-30 September 2024.pdf,31,ABDURACHMAN SALEH,MALANG,MLG,87.30,"15,303.75","15,345.00"
20240901235330pdf_1-30 September 2024.pdf,32,WAI OTI,MAUMERE,MOF,87.20,"15,292.62","15,333.84"
20240901235330pdf_1-30 September 2024.pdf,33,PANIAI,NABIRE,NBX,88.80,"15,570.87","15,612.84"
20240901235330pdf_1-30 September 2024.pdf,34,RANAI,NATUNA,NTX,87.10,"15,270.36","15,311.52"
20240901235330pdf_1-30 September 2024.pdf,35,PONDOK CABE,JAKARTA,PCB,86.80,"15,214.71","15,255.72"
20240901235330pdf_1-30 September 2024.pdf,36,MINANGKABAU,PADANG,PDG,87.10,"15,081.15","15,121.80"
20240901235330pdf_1-30 September 2024.pdf,37,DEPATI AMIR,PANGKAL PINANG,PGK,86.10,"15,092.28","15,132.96"
20240901235330pdf_1-30 September 2024.pdf,38,ISKANDAR,PANGKALAN BUN,PKN,88.20,"15,459.57","15,501.24"
20240901235330pdf_1-30 September 2024.pdf,39,SULTAN SYARIF KASIM II,PEKANBARU,PKU,87.10,"15,270.36","15,311.52"
20240901235330pdf_1-30 September 2024.pdf,40,TJILIK RIWUT,PALANGKARAYA,PKY,88.20,"15,459.57","15,501.24"
20240901235330pdf_1-30 September 2024.pdf,41,SULTAN MAHMUD BADARUDDIN II,PALEMBANG,PLM,"86.10","15,092.28","15,132.96"
20240901235330pdf_1-30 September 2024.pdf,42,MUTIARA,PALU,PLW,88.50,"15,515.22","15,557.04"
20240901235330pdf_1-30 September 2024.pdf,43,SUPADIO,PONTIANAK,PNK,88.20,"15,459.57","15,501.24"
20240901235330pdf_1-30 September 2024.pdf,44,H. ASAN,SAMPIT,SMQ,88.20,"15,459.57","15,501.24"
20240901235330pdf_1-30 September 2024.pdf,45,ADISUMARMO,SOLO,SOC,87.00,"15,248.10","15,289.20"
20240901235330pdf_1-30 September 2024.pdf,46,SORONG DARATAN,SORONG,SOQ,88.80,"15,448.44","15,490.08"
20240901235330pdf_1-30 September 2024.pdf,47,ACHMAD YANI,SEMARANG,SRG,86.80,"15,192.45","15,233.40"
20240901235330pdf_1-30 September 2024.pdf,48,JUANDA,SURABAYA,SUB,85.90,"15,014.37","15,054.84"
20240901235330pdf_1-30 September 2024.pdf,49,RADEN INTEN II,BANDAR LAMPUNG,TKG,84.70,"15,003.24","15,043.68"
20240901235330pdf_1-30 September 2024.pdf,50,KIJANG,TANJUNG PINANG,TNJ,86.50,"15,170.19","15,211.08"
20240901235330pdf_1-30 September 2024.pdf,51,JUWATA,TARAKAN,TRK,88.20,"15,459.57","15,501.24"
20240901235330pdf_1-30 September 2024.pdf,52,BABULLAH,TERNATE,TTE,88.80,"15,570.87","15,612.84"
20240901235330pdf_1-30 September 2024.pdf,53,HASANUDDIN,UJUNG PANDANG,UPG,87.70,"15,326.01","15,367.32"
