Negara,Waktu Id (Dim Waktu Bulanan.Csv),Kategori,Avg Kurs Tengah,Jumlah Penumpang
AUSTRALIA,202001,INTERNASIONAL,13732.23,20564
SELANDIA BARU,202001,INTERNASIONAL,13732.23,8765
MALAYSIA,202001,INTERNASIONAL,13732.23,876
THAILAND,202001,INTERNASIONAL,13732.23,38723
THAILAND,202001,INTERNASIONAL,13732.23,17127
AUSTRALIA,202001,INTERNASIONAL,13732.23,34541
CHINA,202001,INTERNASIONAL,13732.23,24445
CHINA,202001,INTERNASIONAL,13732.23,41111
CHINA,202001,INTERNASIONAL,13732.23,4862
AUSTRALIA,202001,INTERNASIONAL,13732.23,5778
CHINA,202001,INTERNASIONAL,13732.23,5309
TIMOR LESTE,202001,INTERNASIONAL,13732.23,8801
QATAR,202001,INTERNASIONAL,13732.23,56208
HONG KONG,202001,INTERNASIONAL,13732.23,15757
ARAB SAUDI,202001,INTERNASIONAL,13732.23,4789
ARAB SAUDI,202001,INTERNASIONAL,13732.23,26465
MALAYSIA,202001,INTERNASIONAL,13732.23,5834
MALAYSIA,202001,INTERNASIONAL,13732.23,10593
MALAYSIA,202001,INTERNASIONAL,13732.23,13551
MALAYSIA,202001,INTERNASIONAL,13732.23,24850
MALAYSIA,202001,INTERNASIONAL,13732.23,24915
MALAYSIA,202001,INTERNASIONAL,13732.23,12843
MALAYSIA,202001,INTERNASIONAL,13732.23,8293
MALAYSIA,202001,INTERNASIONAL,13732.23,3197
MALAYSIA,202001,INTERNASIONAL,13732.23,9221
MALAYSIA,202001,INTERNASIONAL,13732.23,60341
MALAYSIA,202001,INTERNASIONAL,13732.23,9774
ARAB SAUDI,202001,INTERNASIONAL,13732.23,9102
MALAYSIA,202001,INTERNASIONAL,13732.23,1652
MALAYSIA,202001,INTERNASIONAL,13732.23,5799
SINGAPURA,202001,INTERNASIONAL,13732.23,8329
SINGAPURA,202001,INTERNASIONAL,13732.23,71105
SINGAPURA,202001,INTERNASIONAL,13732.23,3281
AUSTRALIA,202002,INTERNASIONAL,13776.15,34165
SELANDIA BARU,202002,INTERNASIONAL,13776.15,5847
BELANDA,202002,INTERNASIONAL,13776.15,4061
THAILAND,202002,INTERNASIONAL,13776.15,25452
THAILAND,202002,INTERNASIONAL,13776.15,15888
AUSTRALIA,202002,INTERNASIONAL,13776.15,48027
CHINA,202002,INTERNASIONAL,13776.15,2641
CHINA,202002,INTERNASIONAL,13776.15,1523
AUSTRALIA,202002,INTERNASIONAL,13776.15,10838
TIMOR LESTE,202002,INTERNASIONAL,13776.15,5741
QATAR,202002,INTERNASIONAL,13776.15,52010
HONG KONG,202002,INTERNASIONAL,13776.15,5698
ARAB SAUDI,202002,INTERNASIONAL,13776.15,4328
ARAB SAUDI,202002,INTERNASIONAL,13776.15,26604
ARAB SAUDI,202002,INTERNASIONAL,13776.15,5055
MALAYSIA,202002,INTERNASIONAL,13776.15,4365
MALAYSIA,202002,INTERNASIONAL,13776.15,7871
MALAYSIA,202002,INTERNASIONAL,13776.15,10890
MALAYSIA,202002,INTERNASIONAL,13776.15,20085
MALAYSIA,202002,INTERNASIONAL,13776.15,14928
MALAYSIA,202002,INTERNASIONAL,13776.15,8131
MALAYSIA,202002,INTERNASIONAL,13776.15,6503
MALAYSIA,202002,INTERNASIONAL,13776.15,2249
MALAYSIA,202002,INTERNASIONAL,13776.15,7596
MALAYSIA,202002,INTERNASIONAL,13776.15,43713
MALAYSIA,202002,INTERNASIONAL,13776.15,7733
ARAB SAUDI,202002,INTERNASIONAL,13776.15,8594
MALAYSIA,202002,INTERNASIONAL,13776.15,2588
MALAYSIA,202002,INTERNASIONAL,13776.15,4959
SINGAPURA,202002,INTERNASIONAL,13776.15,4898
SINGAPURA,202002,INTERNASIONAL,13776.15,40868
SINGAPURA,202002,INTERNASIONAL,13776.15,1828
AUSTRALIA,202003,INTERNASIONAL,15194.57,9282
SELANDIA BARU,202003,INTERNASIONAL,15194.57,4053
BELANDA,202003,INTERNASIONAL,15194.57,9943
THAILAND,202003,INTERNASIONAL,15194.57,8014
THAILAND,202003,INTERNASIONAL,15194.57,7272
AUSTRALIA,202003,INTERNASIONAL,15194.57,19370
AUSTRALIA,202003,INTERNASIONAL,15194.57,3093
TIMOR LESTE,202003,INTERNASIONAL,15194.57,3573
QATAR,202003,INTERNASIONAL,15194.57,40168
HONG KONG,202003,INTERNASIONAL,15194.57,3007
ARAB SAUDI,202003,INTERNASIONAL,15194.57,2361
ARAB SAUDI,202003,INTERNASIONAL,15194.57,5650
ARAB SAUDI,202003,INTERNASIONAL,15194.57,1050
MALAYSIA,202003,INTERNASIONAL,15194.57,2360
MALAYSIA,202003,INTERNASIONAL,15194.57,3729
MALAYSIA,202003,INTERNASIONAL,15194.57,6248
MALAYSIA,202003,INTERNASIONAL,15194.57,8958
MALAYSIA,202003,INTERNASIONAL,15194.57,7137
MALAYSIA,202003,INTERNASIONAL,15194.57,3388
MALAYSIA,202003,INTERNASIONAL,15194.57,2305
MALAYSIA,202003,INTERNASIONAL,15194.57,3568
MALAYSIA,202003,INTERNASIONAL,15194.57,23066
MALAYSIA,202003,INTERNASIONAL,15194.57,3277
MALAYSIA,202003,INTERNASIONAL,15194.57,2126
SINGAPURA,202003,INTERNASIONAL,15194.57,2399
SINGAPURA,202003,INTERNASIONAL,15194.57,13414
SINGAPURA,202003,INTERNASIONAL,15194.57,693
BELANDA,202004,INTERNASIONAL,15867.43,2279
THAILAND,202004,INTERNASIONAL,15867.43,436
QATAR,202004,INTERNASIONAL,15867.43,2773
MALAYSIA,202004,INTERNASIONAL,15867.43,2005
BELANDA,202005,INTERNASIONAL,14906.19,1149
THAILAND,202005,INTERNASIONAL,14906.19,170
MALAYSIA,202005,INTERNASIONAL,14906.19,486
MALAYSIA,202005,INTERNASIONAL,14906.19,639
BELANDA,202006,INTERNASIONAL,14195.96,1296
THAILAND,202006,INTERNASIONAL,14195.96,110
MALAYSIA,202006,INTERNASIONAL,14195.96,1997
BELANDA,202007,INTERNASIONAL,14582.41,1665
THAILAND,202007,INTERNASIONAL,14582.41,216
QATAR,202007,INTERNASIONAL,14582.41,2414
ARAB SAUDI,202007,INTERNASIONAL,14582.41,22
MALAYSIA,202007,INTERNASIONAL,14582.41,1363
MALAYSIA,202007,INTERNASIONAL,14582.41,2896
SINGAPURA,202007,INTERNASIONAL,14582.41,151
BELANDA,202008,INTERNASIONAL,14724.5,1409
THAILAND,202008,INTERNASIONAL,14724.5,118
QATAR,202008,INTERNASIONAL,14724.5,841
MALAYSIA,202008,INTERNASIONAL,14724.5,1370
MALAYSIA,202008,INTERNASIONAL,14724.5,217
MALAYSIA,202008,INTERNASIONAL,14724.5,2552
MALAYSIA,202008,INTERNASIONAL,14724.5,273
SINGAPURA,202008,INTERNASIONAL,14724.5,244
BELANDA,202009,INTERNASIONAL,14847.96,2180
THAILAND,202009,INTERNASIONAL,14847.96,380
CHINA,202009,INTERNASIONAL,14847.96,320
QATAR,202009,INTERNASIONAL,14847.96,216
MALAYSIA,202009,INTERNASIONAL,14847.96,1460
MALAYSIA,202009,INTERNASIONAL,14847.96,59
MALAYSIA,202009,INTERNASIONAL,14847.96,87
MALAYSIA,202009,INTERNASIONAL,14847.96,2131
MALAYSIA,202009,INTERNASIONAL,14847.96,189
SINGAPURA,202009,INTERNASIONAL,14847.96,483
SINGAPURA,202009,INTERNASIONAL,14847.96,11
BELANDA,202010,INTERNASIONAL,14749.14,2698
THAILAND,202010,INTERNASIONAL,14749.14,555
CHINA,202010,INTERNASIONAL,14749.14,1500
HONG KONG,202010,INTERNASIONAL,14749.14,399
MALAYSIA,202010,INTERNASIONAL,14749.14,1315
MALAYSIA,202010,INTERNASIONAL,14749.14,50
MALAYSIA,202010,INTERNASIONAL,14749.14,3887
MALAYSIA,202010,INTERNASIONAL,14749.14,228
SINGAPURA,202010,INTERNASIONAL,14749.14,1010
SINGAPURA,202010,INTERNASIONAL,14749.14,17
BELANDA,202011,INTERNASIONAL,14236.81,2120
THAILAND,202011,INTERNASIONAL,14236.81,528
CHINA,202011,INTERNASIONAL,14236.81,1815
HONG KONG,202011,INTERNASIONAL,14236.81,526
MALAYSIA,202011,INTERNASIONAL,14236.81,1145
MALAYSIA,202011,INTERNASIONAL,14236.81,1681
SINGAPURA,202011,INTERNASIONAL,14236.81,1113
BELANDA,202012,INTERNASIONAL,14173.09,3558
THAILAND,202012,INTERNASIONAL,14173.09,541
CHINA,202012,INTERNASIONAL,14173.09,1940
HONG KONG,202012,INTERNASIONAL,14173.09,648
MALAYSIA,202012,INTERNASIONAL,14173.09,794
MALAYSIA,202012,INTERNASIONAL,14173.09,1797
MALAYSIA,202012,INTERNASIONAL,14173.09,82
SINGAPURA,202012,INTERNASIONAL,14173.09,1273
BELANDA,202101,INTERNASIONAL,14061.9,796
THAILAND,202101,INTERNASIONAL,14061.9,1157
AUSTRALIA,202101,INTERNASIONAL,14061.9,167
CHINA,202101,INTERNASIONAL,14061.9,1852
CHINA,202101,INTERNASIONAL,14061.9,350
MALAYSIA,202101,INTERNASIONAL,14061.9,1466
MALAYSIA,202101,INTERNASIONAL,14061.9,3412
SINGAPURA,202101,INTERNASIONAL,14061.9,1874
BELANDA,202102,INTERNASIONAL,14042.1,565
THAILAND,202102,INTERNASIONAL,14042.1,772
AUSTRALIA,202102,INTERNASIONAL,14042.1,152
CHINA,202102,INTERNASIONAL,14042.1,1426
CHINA,202102,INTERNASIONAL,14042.1,505
MALAYSIA,202102,INTERNASIONAL,14042.1,1432
MALAYSIA,202102,INTERNASIONAL,14042.1,3126
SINGAPURA,202102,INTERNASIONAL,14042.1,2464
BELANDA,202103,INTERNASIONAL,14417.39,466
THAILAND,202103,INTERNASIONAL,14417.39,844
CHINA,202103,INTERNASIONAL,14417.39,1838
CHINA,202103,INTERNASIONAL,14417.39,784
HONG KONG,202103,INTERNASIONAL,14417.39,700
MALAYSIA,202103,INTERNASIONAL,14417.39,2161
MALAYSIA,202103,INTERNASIONAL,14417.39,5476
SINGAPURA,202103,INTERNASIONAL,14417.39,4546
BELANDA,202104,INTERNASIONAL,14558.18,719
THAILAND,202104,INTERNASIONAL,14558.18,529
CHINA,202104,INTERNASIONAL,14558.18,1897
CHINA,202104,INTERNASIONAL,14558.18,700
HONG KONG,202104,INTERNASIONAL,14558.18,1463
MALAYSIA,202104,INTERNASIONAL,14558.18,2240
MALAYSIA,202104,INTERNASIONAL,14558.18,10425
SINGAPURA,202104,INTERNASIONAL,14558.18,5935
BELANDA,202105,INTERNASIONAL,14323.19,629
THAILAND,202105,INTERNASIONAL,14323.19,410
CHINA,202105,INTERNASIONAL,14323.19,3429
CHINA,202105,INTERNASIONAL,14323.19,417
HONG KONG,202105,INTERNASIONAL,14323.19,1059
MALAYSIA,202105,INTERNASIONAL,14323.19,5954
SINGAPURA,202105,INTERNASIONAL,14323.19,4544
BELANDA,202106,INTERNASIONAL,14338.23,761
THAILAND,202106,INTERNASIONAL,14338.23,393
CHINA,202106,INTERNASIONAL,14338.23,2027
CHINA,202106,INTERNASIONAL,14338.23,652
HONG KONG,202106,INTERNASIONAL,14338.23,1172
MALAYSIA,202106,INTERNASIONAL,14338.23,1848
SINGAPURA,202106,INTERNASIONAL,14338.23,2622
BELANDA,202107,INTERNASIONAL,14511.19,797
THAILAND,202107,INTERNASIONAL,14511.19,359
CHINA,202107,INTERNASIONAL,14511.19,343
HONG KONG,202107,INTERNASIONAL,14511.19,906
MALAYSIA,202107,INTERNASIONAL,14511.19,318
SINGAPURA,202107,INTERNASIONAL,14511.19,4511
BELANDA,202108,INTERNASIONAL,14397.7,905
THAILAND,202108,INTERNASIONAL,14397.7,418
HONG KONG,202108,INTERNASIONAL,14397.7,617
MALAYSIA,202108,INTERNASIONAL,14397.7,149
SINGAPURA,202108,INTERNASIONAL,14397.7,5710
BELANDA,202109,INTERNASIONAL,14256.96,639
THAILAND,202109,INTERNASIONAL,14256.96,587
HONG KONG,202109,INTERNASIONAL,14256.96,383
MALAYSIA,202109,INTERNASIONAL,14256.96,946
SINGAPURA,202109,INTERNASIONAL,14256.96,3412
BELANDA,202110,INTERNASIONAL,14198.45,673
THAILAND,202110,INTERNASIONAL,14198.45,470
BELANDA,202111,INTERNASIONAL,14263.5,576
THAILAND,202111,INTERNASIONAL,14263.5,719
BELANDA,202112,INTERNASIONAL,14328.92,767
THAILAND,202112,INTERNASIONAL,14328.92,869
CHINA,202112,INTERNASIONAL,14328.92,401
CHINA,202112,INTERNASIONAL,14328.92,130
BELANDA,202201,INTERNASIONAL,14335.24,711
THAILAND,202201,INTERNASIONAL,14335.24,599
CHINA,202201,INTERNASIONAL,14335.24,793
MALAYSIA,202201,INTERNASIONAL,14335.24,124
BELANDA,202202,INTERNASIONAL,14351.06,474
THAILAND,202202,INTERNASIONAL,14351.06,522
CHINA,202202,INTERNASIONAL,14351.06,948
BELANDA,202203,INTERNASIONAL,14348.64,804
THAILAND,202203,INTERNASIONAL,14348.64,1524
CHINA,202203,INTERNASIONAL,14348.64,510
QATAR,202203,INTERNASIONAL,14348.64,897
CHINA,202203,INTERNASIONAL,14348.64,162
MALAYSIA,202203,INTERNASIONAL,14348.64,1309
SINGAPURA,202203,INTERNASIONAL,14348.64,1445
BELANDA,202204,INTERNASIONAL,14368.74,1559
THAILAND,202204,INTERNASIONAL,14368.74,4325
CHINA,202204,INTERNASIONAL,14368.74,392
QATAR,202204,INTERNASIONAL,14368.74,7076
HONG KONG,202204,INTERNASIONAL,14368.74,378
MALAYSIA,202204,INTERNASIONAL,14368.74,10435
