waktu_id,maskapai_id,kategori_rute,aircraft_km,aircraft_departure,aircraft_hours,passenger_carried,freight_carried,passenger_km,available_seat_km,passenger_load_factor,ton_km_passenger,ton_km_freight,ton_km_mail,ton_km_total,available_ton_km,weight_load_factor
2020,22,INTERNASIONAL,72.0,28.0,5607.5,1340.0,974.0,636640.0,1384876.0,1.74,9208.0,60657.0,64.0,120356.0,217771.0,1.87
2021,22,INTERNASIONAL,6.0,9.0,7129.916666666667,106389.0,8.0,741531.0,1655333.0,8.0,68962.0,79677.0,1.0,149559.0,266652.0,6.0
2022,22,INTERNASIONAL,389.0,17.0,6097.5,202246.0,208.0,1409591.0,1536442.0,9.3,131092.0,55583.0,5.0,187439.0,228953.0,7.04
2023,22,INTERNASIONAL,9.0,1.0,7679.5,269317.0,1.0,1877140.0,2102090.0,9.0,174574.0,57214.0,1.0,231893.0,345894.0,6.0
2024,22,INTERNASIONAL,697.0,374.0,11660.5,389547.0,2340.0,2748987.0,2994092.0,1.81,255660.0,86625.0,71.0,342456.0,522618.0,6.0
2020,23,INTERNASIONAL,871.0,33.0,3129.4,236.0,395.0,424929.0,1352849.0,5.36,340.0,66384.0,54.0,100913.0,146959.0,5.19
2021,23,INTERNASIONAL,5.0,1.0,1863.0833333333333,7.0,1.0,40275.0,180900.0,7.0,4.0,41502.0,81.0,43896.0,46911.0,5.0
2022,23,INTERNASIONAL,581.0,462.0,4167.25,4272.0,1074.0,571615.0,1260220.0,8.33,8586.0,85180.0,1.0,133847.0,178006.0,8.24
2023,23,INTERNASIONAL,5.0,1.0,8808.516666666666,367602.0,15208.0,1402811.0,1790964.0,7.0,119238.0,56827.0,7.0,176172.0,302471.0,6.0
2024,23,INTERNASIONAL,496.0,457.0,8782.266666666666,368075.0,20172.0,1397197.0,1799814.0,7.63,118748.0,74296.0,68.0,193112.0,313808.0,1.54
2020,24,INTERNASIONAL,30.0,18.0,1155.0666666666666,0.0,689.0,0.0,0.0,0.0,0.0,11646.0,5.0,11651.0,50620.0,0.0
2021,24,INTERNASIONAL,9.0,5.0,1537.9166666666667,0.0,8.0,0.0,0.0,0.0,0.0,18741.0,4.0,18745.0,60956.0,0.0
2022,24,INTERNASIONAL,84.0,22.0,1487.0833333333333,0.0,571.0,0.0,0.0,0.0,0.0,18039.0,0.0,18039.0,64972.0,0.0
2023,24,INTERNASIONAL,1.0,5.0,1260.7666666666667,0.0,8.0,0.0,0.0,0.0,0.0,20565.0,0.0,20565.0,62074.0,0.0
2024,24,INTERNASIONAL,135.0,20.0,1306.7666666666667,0.0,823.0,0.0,0.0,0.0,0.0,25310.0,6.0,25316.0,71443.0,0.0
2020,25,INTERNASIONAL,21.0,32.0,163.33333333333334,3.0,28.0,2.0,4.0,6.03,3.0,19.0,0.0,22.0,54.0,0.07
2021,25,INTERNASIONAL,4.0,8.0,0.0,413.0,5.0,257.0,28.0,4.0,3.0,2.0,0.0,3.0,7.0,5.0
2022,25,INTERNASIONAL,29.0,82.0,42.666666666666664,7.0,58.0,3.0,8.0,6.15,360.0,82.0,0.0,642.0,43.0,1.71
2023,25,INTERNASIONAL,3.0,6.0,904.5,5840.0,5.0,7227.0,660.0,6.0,3.0,3.0,0.0,3.0,4.0,7.0
2024,25,INTERNASIONAL,47.0,22.0,778.6666666666666,62602.0,61.0,34506.0,50159.0,8.79,103.0,17.0,0.0,420.0,383.0,8.03
2020,26,INTERNASIONAL,27.0,28.0,282.3333333333333,132.0,0.0,73877.0,113722.0,4.96,577.0,0.0,0.0,577.0,13619.0,8.29
2020,28,INTERNASIONAL,0.0,0.0,991.0,4122.0,0.0,118062.0,167692.0,0.0,42.0,0.0,0.0,12799.0,107814.0,0.0
2021,28,INTERNASIONAL,1.0,3.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,4.0
2022,28,INTERNASIONAL,310.0,84.0,0.0,0.0,677.0,0.0,0.0,3.52,0.0,730.0,0.0,0.0,0.0,8.77
2023,28,INTERNASIONAL,2.0,7.0,1856.0,93651.0,5.0,320004.0,383134.0,8.0,25600.0,1.0,0.0,31330.0,64241.0,5.0
2024,28,INTERNASIONAL,485.0,28.0,3518.6666666666665,166576.0,328.0,568884.0,704215.0,0.78,45510.0,8159.0,0.0,63669.0,115894.0,5.0
2021,29,INTERNASIONAL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,29,INTERNASIONAL,1.0,294.0,0.0,0.0,9.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,7.0
2023,29,INTERNASIONAL,417.0,1.0,1836.5,39727.0,2.0,191524.0,252302.0,5.91,17811.0,9.0,0.0,17900.0,25299.0,0.75
2024,29,INTERNASIONAL,6.067,0.234,8107.583333333333,205.034,2.0,1008238.0,1127214.0,89.45,93766.0,111.0,0.0,93.877,108.316,87.0
2020,30,INTERNASIONAL,109.0,223.0,5585.666666666667,2182.0,11580.0,361345.0,892826.0,6.0,8908.0,67290.0,5.0,98465.0,145710.0,5.0
2021,30,INTERNASIONAL,8.0,1.0,6840.0,43058.0,16533.0,250210.0,825017.0,4.8,20017.0,96073.0,2.0,118397.0,193623.0,4.63
2022,30,INTERNASIONAL,162.0,404.0,9172.516666666666,149936.0,13795.0,871559.0,1344984.0,7.0,69725.0,80191.0,71.0,151921.0,278105.0,5.0
2023,30,INTERNASIONAL,6.0,1.0,10530.0,204294.0,11589.0,1187571.0,1622641.0,3.19,94966.0,67368.0,1.0,164405.0,320150.0,1.35
2024,30,INTERNASIONAL,0.873,0.183,8872.5,174.106,10.141,1011737.0,1333612.0,75.86,80946.0,58.927,0.99,141.863,263.539,54.0
2023,31,INTERNASIONAL,1.0,2.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,6.0
2024,31,INTERNASIONAL,54.0,10.0,1344.0,26366.0,47.0,134939.0,194068.0,9.53,10642.0,252.0,0.0,11894.0,17918.0,6.38
2020,32,INTERNASIONAL,910.0,111.0,13781.166666666666,490380.0,878.0,1786439.0,2586106.0,8.16,182217.0,296.0,0.0,185799.0,297051.0,2.34
2021,32,INTERNASIONAL,0.0,7.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,7.0
2022,32,INTERNASIONAL,14565.0,832.0,19729.5,891397.0,823.0,3375234.0,3828723.0,9.8,332869.0,2549.0,0.0,341165.0,471592.0,2.54
2023,32,INTERNASIONAL,28508.0,8.0,38203.583333333336,1651602.0,1.0,6294101.0,7009389.0,9.0,566469.0,5.0,0.0,579018.0,798224.0,7.0
2024,32,INTERNASIONAL,31429.0,398.0,42591.5,1773552.0,199.0,6799562.0,7393013.0,1.97,611960.0,110.0,0.0,617071.0,787670.0,8.34
2020,33,INTERNASIONAL,2.0,2.0,3338.866666666667,193574.0,2.0,219367.0,337035.0,8.0,161.0,2.0,0.0,348.0,35576.0,0.9
2021,33,INTERNASIONAL,772.0,352.0,1820.0,56548.0,49.0,57341.0,224690.0,4.05,3.0,221.0,0.0,3.0,23780.0,6.0
2022,33,INTERNASIONAL,4.0,3.0,4942.166666666667,350157.0,1.0,419629.0,499250.0,8.0,3747.0,1.0,0.0,5968.0,52699.0,8.25
2023,33,INTERNASIONAL,518.0,488.0,7938.833333333333,521629.0,334.0,677917.0,813310.0,3.35,54233.0,594.0,0.0,55827.0,85850.0,65.03
2024,33,INTERNASIONAL,4954.0,3820.0,8702.75,588459.0,983.0,766476.0,891770.0,85.95,61318.0,1219.0,0.0,62537.0,94132.0,66.44
2023,35,INTERNASIONAL,3.0,6.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,9.0
2024,35,INTERNASIONAL,478.0,82.0,4206.016666666666,103454.0,103.0,527612.0,684660.0,7.06,42934.0,633.0,0.0,48567.0,51507.0,4.29
2020,36,INTERNASIONAL,167.0,56.0,1643.1666666666667,0.0,11245.0,0.0,0.0,0.0,0.0,14504.0,0.0,14504.0,22199.0,5.34
2021,36,INTERNASIONAL,3.0,4.0,1593.5,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,7.0,7.0
2022,36,INTERNASIONAL,90.0,30.0,1709.0,0.0,735.0,0.0,0.0,0.0,0.0,194.0,0.0,194.0,405.0,0.14
2023,36,INTERNASIONAL,4.0,5.0,646.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,8.0,6.0
2024,36,INTERNASIONAL,72.0,21.0,781.5,9.0,708.0,8.0,0.0,0.0,0.0,51.0,0.0,51.0,929.0,8.0
2020,37,INTERNASIONAL,163.0,48.0,2495.65,2713.0,480.0,199827.0,580428.0,6.61,9187.0,38372.0,40.0,26205.0,103285.0,2.59
2021,37,INTERNASIONAL,1.0,9.0,4312.15,41974.0,8.0,315116.0,1340194.0,7.0,25209.0,8.0,8.0,95416.0,814524.0,1.0
2022,37,INTERNASIONAL,306.0,7.0,7924.233333333334,275863.0,66.0,1584808.0,2379383.0,2.27,126785.0,14.0,56.0,166013.0,1318838.0,0.52
2023,37,INTERNASIONAL,1.0,1.0,1952.25,242448.0,1.0,361017.0,499542.0,8.0,28882.0,1.0,0.0,29696.0,282208.0,1.0
2024,37,INTERNASIONAL,769.0,246.0,2798.75,351963.0,39.0,519700.0,635196.0,1.82,41831.0,118.0,2.0,42951.0,375120.0,1.0
2020,38,INTERNASIONAL,26.0,6.0,1558.0,0.0,82.0,0.0,60.0,0.0,0.0,45169.0,0.0,45169.0,98140.0,7.73
2021,38,INTERNASIONAL,5.0,1.0,1660.0,0.0,3.0,0.0,0.0,0.0,0.0,43024.0,0.0,43024.0,96319.0,3.0
2022,38,INTERNASIONAL,15.0,51.0,1530.0,0.0,938.0,0.0,0.0,0.0,0.0,33795.0,0.0,33795.0,89563.0,5.39
2023,38,INTERNASIONAL,3.0,1.0,757.0,0.0,3.0,0.0,0.0,0.0,0.0,15604.0,0.0,15604.0,44087.0,4.0
2024,38,INTERNASIONAL,38.0,0.0,500.0,0.0,593.0,0.0,0.0,0.0,0.0,13866.0,0.0,13866.0,28872.0,8.0
2020,38,INTERNASIONAL,845.0,110.0,6110.833333333333,1441.0,298.0,481086.0,866136.0,0.49,3176.0,79176.0,758.0,113128.0,321467.0,6.85
2021,38,INTERNASIONAL,8.0,1.0,7750.0,30699.0,4.0,162398.0,538205.0,8.0,33.0,121337.0,3.0,124337.0,379635.0,2.0
2022,38,INTERNASIONAL,921.0,696.0,7763.0,209158.0,794.0,1101232.0,1368243.0,9.97,41689.0,43891.0,974.0,89338.0,332708.0,6.86
2023,38,INTERNASIONAL,1.0,1.0,11872.4,430290.0,7.0,2262595.0,2514697.0,8.0,109069.0,25344.0,1.0,138387.0,515259.0,3.0
2024,38,INTERNASIONAL,170.0,935.0,13549.3,479404.0,478.0,2519626.0,2905020.0,6.73,131282.0,39524.0,828.0,172634.0,576866.0,0.0
